,Country,year,HappinessScore,Happiness Rank,Economy (GDP per Capita),Health (Life Expectancy),Freedom
328,United States,2017,6.993000030517581,14,1.54625928401947,0.7742866277694699,0.505740523338318
329,Ireland,2017,6.9770002365112305,15,1.5357066392898602,0.8097826242446899,0.5731103420257571
330,Germany,2017,6.9510002136230495,16,1.48792338371277,0.798950731754303,0.562511384487152
331,Belgium,2017,6.89099979400635,17,1.4637807607650801,0.8180918693542479,0.5397707223892211
332,Luxembourg,2017,6.86299991607666,18,1.74194359779358,0.845089495182037,0.59662789106369
333,United Kingdom,2017,6.71400022506714,19,1.44163393974304,0.805335938930511,0.508190035820007
334,Chile,2017,6.65199995040894,20,1.25278460979462,0.8194797039031979,0.376895278692245
335,United Arab Emirates,2017,6.6479997634887695,21,1.6263433694839498,0.726798236370087,0.60834527015686
336,Brazil,2017,6.6350002288818395,22,1.1073532104492199,0.6165523529052729,0.437453746795654
337,Czech Republic,2017,6.60900020599365,23,1.35268235206604,0.754444003105164,0.49094617366790794
338,Argentina,2017,6.59899997711182,24,1.18529546260834,0.695137083530426,0.49451920390129106
339,Mexico,2017,6.57800006866455,25,1.1531838178634601,0.709978997707367,0.412730008363724
340,Singapore,2017,6.57200002670288,26,1.69227766990662,0.9494923949241642,0.549840569496155
341,Malta,2017,6.52699995040894,27,1.34327983856201,0.821944236755371,0.588767051696777
342,Uruguay,2017,6.4539999961853,28,1.2175596952438401,0.719216823577881,0.5793922543525699
343,Guatemala,2017,6.4539999961853,29,0.872001945972443,0.540239989757538,0.5313106179237371
344,Panama,2017,6.4520001411438,30,1.23374843597412,0.706156134605408,0.550026834011078
345,France,2017,6.44199991226196,31,1.43092346191406,0.8444658517837521,0.470222115516663
346,Thailand,2017,6.4239997863769505,32,1.12786877155304,0.647239029407501,0.580200731754303
347,Taiwan Province of China,2017,6.42199993133545,33,1.4336265325546298,0.793984234333038,0.361466586589813
348,Spain,2017,6.40299987792969,34,1.38439786434174,0.888960599899292,0.408781230449677
349,Qatar,2017,6.375,35,1.8707656860351598,0.7100980877876278,0.604130983352661
350,Colombia,2017,6.35699987411499,36,1.07062232494354,0.595027923583984,0.47748741507530196
351,Saudi Arabia,2017,6.343999862670901,37,1.53062355518341,0.590148329734802,0.449750572443008
352,Trinidad and Tobago,2017,6.1680002212524405,38,1.36135590076447,0.5199832916259771,0.518630743026733
353,Kuwait,2017,6.10500001907349,39,1.63295245170593,0.6321057081222529,0.49633759260177596
354,Slovakia,2017,6.09800004959106,40,1.32539355754852,0.712732911109924,0.295817464590073
355,Bahrain,2017,6.08699989318848,41,1.4884122610092199,0.653133034706116,0.536746919155121
356,Malaysia,2017,6.08400011062622,42,1.29121541976929,0.618784427642822,0.40226498246192893
357,Nicaragua,2017,6.07100009918213,43,0.737299203872681,0.6530959606170649,0.447551846504211
358,Ecuador,2017,6.00799989700317,44,1.00082039833069,0.685636222362518,0.4551981985569
359,El Salvador,2017,6.002999782562259,45,0.9097844958305359,0.596018552780151,0.432452529668808
360,Poland,2017,5.97300004959106,46,1.29178786277771,0.699475347995758,0.520342111587524
361,Uzbekistan,2017,5.97100019454956,47,0.786441087722778,0.498272627592087,0.6582486629486078
362,Italy,2017,5.96400022506714,48,1.3950666189193701,0.8531443476676941,0.256450712680817
363,Russia,2017,5.962999820709231,49,1.28177809715271,0.547349333763123,0.373783111572266
364,Belize,2017,5.955999851226809,50,0.907975316047668,0.45019176602363603,0.5475093722343439
365,Japan,2017,5.92000007629395,51,1.41691517829895,0.9134758710861209,0.505625545978546
366,Lithuania,2017,5.90199995040894,52,1.3145823478698702,0.62894994020462,0.234231784939766
367,Algeria,2017,5.872000217437741,53,1.09186446666718,0.6175846457481379,0.233335807919502
368,Latvia,2017,5.849999904632571,54,1.26074862480164,0.638566970825195,0.32570791244506797
369,South Korea,2017,5.837999820709231,55,1.40167844295502,0.900214076042175,0.257921665906906
370,Moldova,2017,5.837999820709231,56,0.7288706302642819,0.5894652009010309,0.24072904884815197
371,Romania,2017,5.824999809265139,57,1.21768391132355,0.6851583123207089,0.457003742456436
372,Bolivia,2017,5.82299995422363,58,0.833756566047668,0.47363024950027505,0.5587329268455511
373,Turkmenistan,2017,5.82200002670288,59,1.1307767629623402,0.437726080417633,0.41827192902565
374,Kazakhstan,2017,5.8189997673034695,60,1.2845562696456898,0.6060415506362921,0.43745428323745705
375,North Cyprus,2017,5.80999994277954,61,1.3469113111496,0.834647238254547,0.47120362520217896
376,Slovenia,2017,5.75799989700317,62,1.3412059545516999,0.7908282279968258,0.572575807571411
377,Peru,2017,5.71500015258789,63,1.0352252721786501,0.6301661133766171,0.45000287890434293
378,Mauritius,2017,5.62900018692017,64,1.1893955469131499,0.6380074620246889,0.491247326135635
379,Cyprus,2017,5.62099981307983,65,1.3559380769729599,0.84471470117569,0.35511153936386103
380,Estonia,2017,5.61100006103516,66,1.3208793401718102,0.695168316364288,0.479131430387497
381,Belarus,2017,5.5689997673034695,67,1.15655755996704,0.6377142667770389,0.295400261878967
382,Libya,2017,5.525000095367429,68,1.1018030643463101,0.520169019699097,0.465733230113983
383,Turkey,2017,5.5,69,1.1982743740081798,0.6376056075096129,0.300740599632263
384,Paraguay,2017,5.493000030517581,70,0.932537317276001,0.579250693321228,0.473507791757584
385,"Hong Kong S.A.R., China",2017,5.47200012207031,71,1.55167484283447,0.943062424659729,0.490968644618988
386,Philippines,2017,5.42999982833862,72,0.85769921541214,0.46800905466079706,0.585214674472809
387,Serbia,2017,5.39499998092651,73,1.06931757926941,0.65078467130661,0.20871552824974102
388,Jordan,2017,5.33599996566772,74,0.9910123944282528,0.6045900583267211,0.418421149253845
389,Hungary,2017,5.32399988174438,75,1.2860119342803997,0.6877634525299069,0.17586351931095098
390,Jamaica,2017,5.31099987030029,76,0.925579309463501,0.6410223841667181,0.474307239055634
391,Croatia,2017,5.2930002212524405,77,1.22255623340607,0.701288521289825,0.255772292613983
392,Kosovo,2017,5.27899980545044,78,0.951484382152557,0.541452050209045,0.260287940502167
393,China,2017,5.2729997634887695,79,1.08116579055786,0.741415500640869,0.47278770804405196
394,Pakistan,2017,5.26900005340576,80,0.7268835306167599,0.40204778313636796,0.23521526157856
395,Indonesia,2017,5.26200008392334,81,0.995538592338562,0.49234572052955605,0.443323463201523
396,Venezuela,2017,5.25,82,1.12843120098114,0.617144227027893,0.15399712324142498
397,Montenegro,2017,5.23699998855591,83,1.12112903594971,0.6674646735191351,0.194989055395126
398,Morocco,2017,5.2350001335144,84,0.8781145811080929,0.59771066904068,0.408158332109451
399,Azerbaijan,2017,5.234000205993651,85,1.1536017656326298,0.5407757759094239,0.39815583825111406
400,Dominican Republic,2017,5.230000019073491,86,1.07937383651733,0.574873745441437,0.55258983373642
401,Greece,2017,5.2270002365112305,87,1.28948748111725,0.8101989030838009,0.0957312509417534
402,Lebanon,2017,5.22499990463257,88,1.07498753070831,0.7350810766220089,0.28851598501205394
403,Portugal,2017,5.19500017166138,89,1.3151752948761002,0.795843541622162,0.498465299606323
404,Bosnia and Herzegovina,2017,5.18200016021729,90,0.982409417629242,0.705186307430267,0.204403176903725
405,Honduras,2017,5.1810002326965305,91,0.730573117733002,0.582569479942322,0.348079860210419
406,Macedonia,2017,5.175000190734861,92,1.06457793712616,0.644948184490204,0.325905978679657
407,Somalia,2017,5.151000022888179,93,0.0226431842893362,0.11398913711309401,0.602126955986023
408,Vietnam,2017,5.07399988174438,94,0.7885475754737851,0.6521689891815191,0.571055591106415
409,Nigeria,2017,5.07399988174438,95,0.783756256103516,0.0569157302379608,0.394952565431595
410,Tajikistan,2017,5.04099988937378,96,0.524713635444641,0.5292351245880129,0.47156670689582797
411,Bhutan,2017,5.01100015640259,97,0.885416388511658,0.495879292488098,0.5015376806259161
412,Kyrgyzstan,2017,5.0040001869201705,98,0.5962200760841371,0.553457796573639,0.454943388700485
413,Nepal,2017,4.961999893188481,99,0.479820191860199,0.504130780696869,0.44030594825744607
414,Mongolia,2017,4.95499992370605,100,1.0272358655929599,0.557783484458923,0.39414396882057207
415,South Africa,2017,4.8289999961853,101,1.05469870567322,0.18708007037639604,0.479246735572815
416,Tunisia,2017,4.80499982833862,102,1.00726580619812,0.613212049007416,0.289680689573288
417,Palestinian Territories,2017,4.77500009536743,103,0.716249227523804,0.565666973590851,0.25471106171608
418,Egypt,2017,4.7350001335144,104,0.989701807498932,0.520187258720398,0.28211015462875394
419,Bulgaria,2017,4.71400022506714,105,1.1614590883255,0.708217680454254,0.28923171758651695
420,Sierra Leone,2017,4.70900011062622,106,0.36842092871666,0.005564753897488121,0.318697690963745
421,Cameroon,2017,4.69500017166138,107,0.564305365085602,0.132892116904259,0.430388748645782
422,Iran,2017,4.69199991226196,108,1.15687310695648,0.639333188533783,0.24932260811328896
423,Albania,2017,4.64400005340576,109,0.996192753314972,0.731159746646881,0.381498634815216
424,Bangladesh,2017,4.60799980163574,110,0.586682975292206,0.533241033554077,0.478356659412384
425,Namibia,2017,4.57399988174438,111,0.964434325695038,0.33861181139946,0.520303547382355
426,Kenya,2017,4.55299997329712,112,0.560479462146759,0.30998834967613204,0.45276376605033897
427,Mozambique,2017,4.550000190734861,113,0.23430564999580397,0.10665443539619399,0.48079109191894503
428,Myanmar,2017,4.54500007629395,114,0.36711055040359497,0.397522568702698,0.514492034912109
429,Senegal,2017,4.53499984741211,115,0.479309022426605,0.409362852573395,0.37792226672172496
430,Zambia,2017,4.513999938964839,116,0.6364067792892459,0.25783589482307395,0.461603492498398
431,Iraq,2017,4.49700021743774,117,1.1027104854583702,0.501180469989777,0.288555532693863
432,Gabon,2017,4.46500015258789,118,1.1982102394104,0.35657858848571794,0.31232857704162603
433,Ethiopia,2017,4.46000003814697,119,0.339233845472336,0.35340970754623396,0.408842742443085
434,Sri Lanka,2017,4.44000005722046,120,1.00985014438629,0.625130832195282,0.561213254928589
435,Armenia,2017,4.37599992752075,121,0.900596737861633,0.637524425983429,0.198303267359734
436,India,2017,4.31500005722046,122,0.7922212481498722,0.455427616834641,0.469987004995346
437,Mauritania,2017,4.29199981689453,123,0.6484572887420649,0.285349279642105,0.0960980430245399
438,Congo (Brazzaville),2017,4.29099988937378,124,0.8089642524719242,0.28995743393898,0.4350258708000179
439,Georgia,2017,4.28599977493286,125,0.950612664222717,0.649546980857849,0.309410035610199
440,Congo (Kinshasa),2017,4.2800002098083505,126,0.0921023488044739,0.191407024860382,0.235961347818375
441,Mali,2017,4.19000005722046,127,0.476180493831635,0.16936567425727803,0.306613743305206
442,Ivory Coast,2017,4.17999982833862,128,0.6030489206314089,0.0486421696841717,0.4477061927318571
443,Cambodia,2017,4.1680002212524405,129,0.6017650961875921,0.429783403873444,0.633375823497772
444,Sudan,2017,4.138999938964839,130,0.6595166921615601,0.290920823812485,0.0149958552792668
445,Ghana,2017,4.11999988555908,131,0.667224824428558,0.29563772678375205,0.423026293516159
446,Ukraine,2017,4.09600019454956,132,0.89465194940567,0.575903952121735,0.12297477573156401
447,Uganda,2017,4.08099985122681,133,0.381430715322495,0.21763260662555703,0.443185955286026
448,Burkina Faso,2017,4.03200006484985,134,0.35022771358490007,0.21584425866603896,0.32436785101890603
449,Niger,2017,4.02799987792969,135,0.16192533075809498,0.26850500702858,0.36365869641304
450,Malawi,2017,3.97000002861023,136,0.233442038297653,0.315089583396912,0.466914653778076
451,Chad,2017,3.9360001087188703,137,0.43801298737525896,0.0411347150802612,0.16234202682972002
452,Zimbabwe,2017,3.875,138,0.37584653496742204,0.19676375389099102,0.336384207010269
453,Lesotho,2017,3.80800008773804,139,0.521021246910095,0.0,0.390661299228668
454,Angola,2017,3.79500007629395,140,0.8584281802177429,0.0498686656355858,0.0
455,Afghanistan,2017,3.7939999103546103,141,0.401477217674255,0.18074677884578697,0.106179520487785
456,Botswana,2017,3.7660000324249303,142,1.12209415435791,0.34175550937652605,0.505196332931519
457,Benin,2017,3.65700006484985,143,0.43108540773391707,0.20993021130561804,0.42596277594566295
458,Madagascar,2017,3.64400005340576,144,0.305808693170547,0.375223308801651,0.18919676542282102
459,Haiti,2017,3.6029999256133998,145,0.368610262870789,0.277321130037308,0.0303698573261499
460,Yemen,2017,3.59299993515015,146,0.5916834473609921,0.310080915689468,0.24946372210979503
461,South Sudan,2017,3.5910000801086404,147,0.39724862575531,0.163486003875732,0.147062435746193
462,Liberia,2017,3.5329999923706095,148,0.11904179304838199,0.229918196797371,0.33288118243217496
463,Guinea,2017,3.50699996948242,149,0.24454993009567302,0.194129139184952,0.348587512969971
464,Togo,2017,3.4949998855590803,150,0.30544471740722695,0.247105568647385,0.38042613863945
465,Rwanda,2017,3.47099995613098,151,0.368745893239975,0.326424807310104,0.5818438529968261
466,Syria,2017,3.46199989318848,152,0.777153134346008,0.5005333423614501,0.0815394446253777
467,Tanzania,2017,3.34899997711182,153,0.511135876178741,0.364509284496307,0.390017777681351
468,Burundi,2017,2.90499997138977,154,0.09162256866693501,0.151610791683197,0.0599007532000542
469,Central African Republic,2017,2.69300007820129,155,0.0,0.0187726859003305,0.270842045545578
470,Finland,2018,7.632000000000001,1,1.305,0.8740000000000001,0.6809999999999999
471,Norway,2018,7.593999999999999,2,1.456,0.861,0.6859999999999999
472,Denmark,2018,7.555,3,1.351,0.868,0.6829999999999999
473,Iceland,2018,7.495,4,1.3430000000000002,0.914,0.677
474,Switzerland,2018,7.487,5,1.42,0.927,0.66
475,Netherlands,2018,7.441,6,1.361,0.878,0.638
476,Canada,2018,7.327999999999999,7,1.33,0.8959999999999999,0.653
477,New Zealand,2018,7.324,8,1.268,0.8759999999999999,0.669
478,Sweden,2018,7.314,9,1.355,0.9129999999999999,0.659
479,Australia,2018,7.272,10,1.34,0.91,0.647
480,United Kingdom,2018,7.19,11,1.244,0.888,0.46399999999999997
481,Austria,2018,7.138999999999999,12,1.341,0.8909999999999999,0.617
482,Costa Rica,2018,7.072,13,1.01,0.8170000000000001,0.632
483,Ireland,2018,6.977,14,1.4480000000000002,0.8759999999999999,0.614
484,Germany,2018,6.965,15,1.34,0.861,0.586
485,Belgium,2018,6.9270000000000005,16,1.324,0.894,0.583
486,Luxembourg,2018,6.91,17,1.5759999999999998,0.8959999999999999,0.632
487,United States,2018,6.886,18,1.3980000000000001,0.8190000000000001,0.547
488,Israel,2018,6.814,19,1.301,0.883,0.5329999999999999
489,United Arab Emirates,2018,6.774,20,2.096,0.67,0.284
490,Czech Republic,2018,6.711,21,1.2329999999999999,0.8540000000000001,0.5429999999999999
491,Malta,2018,6.627000000000001,22,1.27,0.884,0.645
492,France,2018,6.489,23,1.2930000000000001,0.9079999999999999,0.52
493,Mexico,2018,6.4879999999999995,24,1.038,0.7609999999999999,0.479
494,Chile,2018,6.476,25,1.131,0.8079999999999999,0.431
495,Taiwan,2018,6.441,26,1.365,0.857,0.418
496,Panama,2018,6.43,27,1.112,0.759,0.597
497,Brazil,2018,6.419,28,0.986,0.675,0.493
498,Argentina,2018,6.388,29,1.073,0.7440000000000001,0.57
499,Guatemala,2018,6.382000000000001,30,0.7809999999999999,0.608,0.604
500,Uruguay,2018,6.379,31,1.093,0.7709999999999999,0.625
501,Qatar,2018,6.374,32,1.649,0.748,0.654
502,Saudi Arabia,2018,6.371,33,1.379,0.633,0.509
503,Singapore,2018,6.343,34,1.5290000000000001,1.008,0.631
504,Malaysia,2018,6.322,35,1.161,0.669,0.35600000000000004
505,Spain,2018,6.31,36,1.251,0.965,0.449
506,Colombia,2018,6.26,37,0.96,0.635,0.531
507,Trinidad & Tobago,2018,6.192,38,1.2229999999999999,0.564,0.575
508,Slovakia,2018,6.172999999999999,39,1.21,0.7759999999999999,0.354
509,El Salvador,2018,6.167000000000001,40,0.8059999999999999,0.639,0.461
510,Nicaragua,2018,6.141,41,0.6679999999999999,0.7,0.527
511,Poland,2018,6.122999999999999,42,1.176,0.7809999999999999,0.546
512,Bahrain,2018,6.105,43,1.338,0.698,0.594
513,Uzbekistan,2018,6.096,44,0.7190000000000001,0.605,0.7240000000000001
514,Kuwait,2018,6.082999999999999,45,1.474,0.675,0.5539999999999999
515,Thailand,2018,6.072,46,1.016,0.7070000000000001,0.637
516,Italy,2018,6.0,47,1.264,0.946,0.281
517,Ecuador,2018,5.973,48,0.889,0.736,0.556
518,Belize,2018,5.956,49,0.807,0.474,0.593
519,Lithuania,2018,5.952000000000001,50,1.197,0.716,0.35
520,Slovenia,2018,5.9479999999999995,51,1.219,0.856,0.633
521,Romania,2018,5.945,52,1.1159999999999999,0.726,0.528
522,Latvia,2018,5.933,53,1.148,0.6709999999999999,0.363
523,Japan,2018,5.915,54,1.294,0.988,0.5529999999999999
524,Mauritius,2018,5.891,55,1.09,0.684,0.584
525,Jamaica,2018,5.89,56,0.8190000000000001,0.693,0.575
526,South Korea,2018,5.875,57,1.266,0.955,0.244
527,Northern Cyprus,2018,5.835,58,1.229,0.909,0.495
528,Russia,2018,5.81,59,1.151,0.599,0.39899999999999997
529,Kazakhstan,2018,5.79,60,1.143,0.631,0.45399999999999996
530,Cyprus,2018,5.7620000000000005,61,1.229,0.909,0.423
531,Bolivia,2018,5.752000000000001,62,0.7509999999999999,0.508,0.606
532,Estonia,2018,5.739,63,1.2,0.737,0.5529999999999999
533,Paraguay,2018,5.681,64,0.835,0.615,0.541
534,Peru,2018,5.662999999999999,65,0.934,0.674,0.53
535,Kosovo,2018,5.662000000000001,66,0.855,0.578,0.44799999999999995
536,Moldova,2018,5.64,67,0.657,0.62,0.23199999999999998
537,Turkmenistan,2018,5.636,68,1.016,0.517,0.41700000000000004
538,Hungary,2018,5.62,69,1.171,0.732,0.259
539,Libya,2018,5.566,70,0.985,0.5529999999999999,0.496
540,Philippines,2018,5.524,71,0.775,0.513,0.643
541,Honduras,2018,5.504,72,0.62,0.622,0.45899999999999996
542,Belarus,2018,5.483,73,1.0390000000000001,0.7,0.307
543,Turkey,2018,5.483,74,1.148,0.6859999999999999,0.324
544,Pakistan,2018,5.472,75,0.652,0.424,0.33399999999999996
545,Hong Kong,2018,5.43,76,1.405,1.03,0.524
546,Portugal,2018,5.41,77,1.188,0.884,0.562
547,Serbia,2018,5.398,78,0.975,0.685,0.28800000000000003
548,Greece,2018,5.358,79,1.1540000000000001,0.879,0.131
549,Lebanon,2018,5.358,80,0.965,0.785,0.503
550,Montenegro,2018,5.347,81,1.0170000000000001,0.7290000000000001,0.259
551,Croatia,2018,5.321000000000001,82,1.115,0.737,0.38
552,Dominican Republic,2018,5.3020000000000005,83,0.982,0.614,0.578
553,Algeria,2018,5.295,84,0.9790000000000001,0.687,0.077
554,Morocco,2018,5.254,85,0.779,0.669,0.46
555,China,2018,5.246,86,0.9890000000000001,0.799,0.597
556,Azerbaijan,2018,5.2010000000000005,87,1.024,0.603,0.43
557,Tajikistan,2018,5.199,88,0.474,0.598,0.292
558,Macedonia,2018,5.185,89,0.9590000000000001,0.691,0.39399999999999996
559,Jordan,2018,5.1610000000000005,90,0.8220000000000001,0.645,0.46799999999999997
560,Nigeria,2018,5.155,91,0.6890000000000001,0.048,0.462
561,Kyrgyzstan,2018,5.131,92,0.53,0.594,0.54
562,Bosnia and Herzegovina,2018,5.129,93,0.915,0.758,0.28
563,Mongolia,2018,5.125,94,0.914,0.575,0.395
564,Vietnam,2018,5.103,95,0.715,0.7020000000000001,0.618
565,Indonesia,2018,5.093,96,0.899,0.522,0.5379999999999999
566,Bhutan,2018,5.082,97,0.7959999999999999,0.527,0.541
567,Somalia,2018,4.982,98,0.0,0.115,0.674
568,Cameroon,2018,4.975,99,0.535,0.182,0.45399999999999996
569,Bulgaria,2018,4.933,100,1.054,0.7120000000000001,0.359
570,Nepal,2018,4.88,101,0.425,0.539,0.526
571,Venezuela,2018,4.806,102,0.996,0.657,0.133
572,Gabon,2018,4.758,103,1.036,0.40399999999999997,0.35600000000000004
573,Palestinian Territories,2018,4.743,104,0.642,0.602,0.266
574,South Africa,2018,4.724,105,0.94,0.33,0.516
575,Iran,2018,4.707,106,1.0590000000000002,0.691,0.45899999999999996
576,Ivory Coast,2018,4.671,107,0.541,0.08,0.467
577,Ghana,2018,4.657,108,0.5920000000000001,0.337,0.499
578,Senegal,2018,4.631,109,0.429,0.433,0.406
579,Laos,2018,4.623,110,0.72,0.441,0.626
580,Tunisia,2018,4.592,111,0.9,0.69,0.271
581,Albania,2018,4.586,112,0.9159999999999999,0.79,0.419
582,Sierra Leone,2018,4.571000000000001,113,0.256,0.0,0.355
583,Congo (Brazzaville),2018,4.559,114,0.682,0.34299999999999997,0.514
584,Bangladesh,2018,4.5,115,0.532,0.579,0.58
585,Sri Lanka,2018,4.471,116,0.9179999999999999,0.672,0.585
586,Iraq,2018,4.456,117,1.01,0.536,0.304
587,Mali,2018,4.447,118,0.37,0.152,0.36700000000000005
588,Namibia,2018,4.441,119,0.8740000000000001,0.365,0.519
589,Cambodia,2018,4.433,120,0.5489999999999999,0.457,0.696
590,Burkina Faso,2018,4.4239999999999995,121,0.314,0.254,0.312
591,Egypt,2018,4.419,122,0.885,0.5529999999999999,0.312
592,Mozambique,2018,4.417,123,0.198,0.17300000000000001,0.531
593,Kenya,2018,4.41,124,0.493,0.45399999999999996,0.504
594,Zambia,2018,4.377,125,0.562,0.295,0.503
595,Mauritania,2018,4.356,126,0.557,0.292,0.129
596,Ethiopia,2018,4.35,127,0.308,0.391,0.452
597,Georgia,2018,4.34,128,0.853,0.643,0.375
598,Armenia,2018,4.321000000000001,129,0.816,0.6659999999999999,0.26
599,Myanmar,2018,4.308,130,0.682,0.429,0.58
600,Chad,2018,4.301,131,0.358,0.053,0.18899999999999997
601,Congo (Kinshasa),2018,4.245,132,0.069,0.204,0.312
602,India,2018,4.19,133,0.721,0.485,0.539
603,Niger,2018,4.166,134,0.131,0.221,0.39
604,Uganda,2018,4.1610000000000005,135,0.322,0.237,0.45
605,Benin,2018,4.141,136,0.37799999999999995,0.24,0.44
606,Sudan,2018,4.138999999999999,137,0.605,0.312,0.016
607,Ukraine,2018,4.103,138,0.7929999999999999,0.609,0.163
608,Togo,2018,3.9989999999999997,139,0.259,0.253,0.434
609,Guinea,2018,3.964,140,0.344,0.21100000000000002,0.39399999999999996
610,Lesotho,2018,3.8080000000000003,141,0.47200000000000003,0.079,0.423
